beta,estimator,trial,sign_error
0.05,xy_pf,78,0.08
0.05,xy_pf,79,0.14
0.05,xy_pf,80,0.11
0.05,xy_pf,81,0.12
0.05,xy_pf,82,0.16
0.05,xy_pf,83,0.25
0.05,xy_pf,84,0.11
0.05,xy_pf,85,0.13
0.05,xy_pf,86,0.22
0.05,xy_pf,87,0.18
0.05,xy_pf,88,0.09
0.05,xy_pf,89,0.14
0.05,xy_pf,90,0.08
0.05,xy_pf,91,0.32
0.05,xy_pf,92,0.05
0.05,xy_pf,93,0.07
0.05,xy_pf,94,0.11
0.05,xy_pf,95,0.13
0.05,xy_pf,96,0.11
0.05,xy_pf,97,0.21
0.05,xy_pf,98,0.18
0.05,xy_pf,99,0.08
0.1,x_pf,0,0.77
0.1,x_pf,1,0.24
0.1,x_pf,2,0.27
0.1,x_pf,3,0.97
0.1,x_pf,4,0.51
0.1,x_pf,5,0.81
0.1,x_pf,6,0.48
0.1,x_pf,7,0.27
0.1,x_pf,8,0.55
0.1,x_pf,9,0.44
0.1,x_pf,10,0.24
0.1,x_pf,11,0.9
0.1,x_pf,12,0.17
0.1,x_pf,13,0.43
0.1,x_pf,14,0.66
0.1,x_pf,15,0.21
0.1,x_pf,16,0.5
0.1,x_pf,17,0.13
0.1,x_pf,18,0.39
0.1,x_pf,19,0.48
0.1,x_pf,20,0.53
0.1,x_pf,21,0.55
0.1,x_pf,22,0.74
0.1,x_pf,23,0.52
0.1,x_pf,24,0.42
0.1,x_pf,25,0.14
0.1,x_pf,26,0.48
0.1,x_pf,27,0.62
0.1,x_pf,28,0.53
0.1,x_pf,29,0.08
0.1,x_pf,30,0.5
0.1,x_pf,31,0.81
0.1,x_pf,32,0.17
0.1,x_pf,33,0.08
0.1,x_pf,34,0.41
0.1,x_pf,35,0.38
0.1,x_pf,36,0.16
0.1,x_pf,37,0.33
0.1,x_pf,38,0.47
0.1,x_pf,39,0.54
0.1,x_pf,40,0.33
0.1,x_pf,41,0.0
0.1,x_pf,42,0.46
0.1,x_pf,43,0.87
0.1,x_pf,44,0.7
0.1,x_pf,45,0.27
0.1,x_pf,46,0.38
0.1,x_pf,47,0.57
0.1,x_pf,48,0.73
0.1,x_pf,49,0.66
0.1,x_pf,50,0.22
0.1,x_pf,51,0.24
0.1,x_pf,52,0.57
0.1,x_pf,53,0.88
0.1,x_pf,54,0.45
0.1,x_pf,55,0.24
0.1,x_pf,56,0.4
0.1,x_pf,57,0.36
0.1,x_pf,58,0.52
0.1,x_pf,59,0.32
0.1,x_pf,60,0.54
0.1,x_pf,61,0.23
0.1,x_pf,62,0.26
0.1,x_pf,63,0.39
0.1,x_pf,64,0.85
0.1,x_pf,65,0.85
0.1,x_pf,66,0.61
0.1,x_pf,67,0.66
0.1,x_pf,68,0.34
0.1,x_pf,69,0.1
0.1,x_pf,70,0.41
0.1,x_pf,71,0.46
0.1,x_pf,72,0.4
0.1,x_pf,73,0.42
0.1,x_pf,74,0.31
0.1,x_pf,75,0.2
0.1,x_pf,76,0.33
0.1,x_pf,77,0.75
0.1,x_pf,78,0.63
0.1,x_pf,79,0.46
0.1,x_pf,80,0.32
0.1,x_pf,81,0.04
0.1,x_pf,82,0.77
0.1,x_pf,83,0.64
0.1,x_pf,84,0.42
0.1,x_pf,85,0.38
0.1,x_pf,86,0.2
0.1,x_pf,87,0.33
0.1,x_pf,88,0.65
0.1,x_pf,89,0.73
0.1,x_pf,90,0.41
0.1,x_pf,91,0.68
0.1,x_pf,92,0.4
0.1,x_pf,93,0.34
0.1,x_pf,94,0.28
0.1,x_pf,95,0.55
0.1,x_pf,96,0.25
0.1,x_pf,97,0.41
0.1,x_pf,98,0.45
0.1,x_pf,99,0.61
0.1,oracle_x,0,0.47
0.1,oracle_x,1,0.85
0.1,oracle_x,2,0.48
0.1,oracle_x,3,0.31
0.1,oracle_x,4,0.33
0.1,oracle_x,5,0.18
0.1,oracle_x,6,0.64
0.1,oracle_x,7,0.52
0.1,oracle_x,8,0.59
0.1,oracle_x,9,0.05
0.1,oracle_x,10,0.21
0.1,oracle_x,11,0.02
0.1,oracle_x,12,0.74
0.1,oracle_x,13,0.22
0.1,oracle_x,14,0.55
0.1,oracle_x,15,0.56
0.1,oracle_x,16,0.41
0.1,oracle_x,17,0.69
0.1,oracle_x,18,0.75
0.1,oracle_x,19,0.49
0.1,oracle_x,20,0.59
0.1,oracle_x,21,0.28
0.1,oracle_x,22,0.8
0.1,oracle_x,23,0.04
0.1,oracle_x,24,0.1
0.1,oracle_x,25,0.75
0.1,oracle_x,26,0.21
0.1,oracle_x,27,0.3
0.1,oracle_x,28,0.14
0.1,oracle_x,29,0.0
0.1,oracle_x,30,0.71
0.1,oracle_x,31,0.4
0.1,oracle_x,32,0.62
0.1,oracle_x,33,0.74
0.1,oracle_x,34,0.42
0.1,oracle_x,35,0.18
0.1,oracle_x,36,0.14
0.1,oracle_x,37,0.1
0.1,oracle_x,38,0.47
0.1,oracle_x,39,0.89
0.1,oracle_x,40,0.36
0.1,oracle_x,41,0.22
0.1,oracle_x,42,0.48
0.1,oracle_x,43,0.46
0.1,oracle_x,44,0.4
0.1,oracle_x,45,0.36
0.1,oracle_x,46,0.49
0.1,oracle_x,47,0.35
0.1,oracle_x,48,0.57
0.1,oracle_x,49,0.12
0.1,oracle_x,50,0.45
0.1,oracle_x,51,0.46
0.1,oracle_x,52,0.3
0.1,oracle_x,53,0.78
0.1,oracle_x,54,0.13
0.1,oracle_x,55,0.12
0.1,oracle_x,56,0.93
0.1,oracle_x,57,0.28
0.1,oracle_x,58,0.25
0.1,oracle_x,59,0.43
0.1,oracle_x,60,0.53
0.1,oracle_x,61,0.79
0.1,oracle_x,62,0.91
0.1,oracle_x,63,0.32
0.1,oracle_x,64,0.56
0.1,oracle_x,65,0.57
0.1,oracle_x,66,0.68
0.1,oracle_x,67,0.26
0.1,oracle_x,68,0.42
0.1,oracle_x,69,0.46
0.1,oracle_x,70,0.49
0.1,oracle_x,71,0.6
0.1,oracle_x,72,0.39
0.1,oracle_x,73,0.52
0.1,oracle_x,74,0.37
0.1,oracle_x,75,0.29
0.1,oracle_x,76,0.64
0.1,oracle_x,77,0.89
0.1,oracle_x,78,0.55
0.1,oracle_x,79,0.7
0.1,oracle_x,80,0.11
0.1,oracle_x,81,0.4
0.1,oracle_x,82,0.62
0.1,oracle_x,83,0.72
0.1,oracle_x,84,0.94
0.1,oracle_x,85,0.81
0.1,oracle_x,86,0.38
0.1,oracle_x,87,0.44
0.1,oracle_x,88,0.21
0.1,oracle_x,89,0.08
0.1,oracle_x,90,0.71
0.1,oracle_x,91,0.85
0.1,oracle_x,92,0.55
0.1,oracle_x,93,0.33
0.1,oracle_x,94,0.38
0.1,oracle_x,95,0.24
0.1,oracle_x,96,0.45
0.1,oracle_x,97,0.19
0.1,oracle_x,98,0.37
0.1,oracle_x,99,0.47
0.1,xy_snapshot,0,0.14
0.1,xy_snapshot,1,0.09
0.1,xy_snapshot,2,0.15
0.1,xy_snapshot,3,0.31
0.1,xy_snapshot,4,0.2
0.1,xy_snapshot,5,0.24
0.1,xy_snapshot,6,0.35
0.1,xy_snapshot,7,0.21
0.1,xy_snapshot,8,0.27
0.1,xy_snapshot,9,0.34
0.1,xy_snapshot,10,0.21
0.1,xy_snapshot,11,0.23
0.1,xy_snapshot,12,0.28
0.1,xy_snapshot,13,0.15
0.1,xy_snapshot,14,0.15
0.1,xy_snapshot,15,0.19
0.1,xy_snapshot,16,0.21
0.1,xy_snapshot,17,0.12
0.1,xy_snapshot,18,0.19
0.1,xy_snapshot,19,0.21
0.1,xy_snapshot,20,0.27
0.1,xy_snapshot,21,0.24
0.1,xy_snapshot,22,0.19
0.1,xy_snapshot,23,0.24
0.1,xy_snapshot,24,0.23
0.1,xy_snapshot,25,0.24
0.1,xy_snapshot,26,0.36
0.1,xy_snapshot,27,0.19
0.1,xy_snapshot,28,0.09
0.1,xy_snapshot,29,0.2
0.1,xy_snapshot,30,0.28
0.1,xy_snapshot,31,0.24
0.1,xy_snapshot,32,0.22
0.1,xy_snapshot,33,0.14
0.1,xy_snapshot,34,0.13
0.1,xy_snapshot,35,0.19
0.1,xy_snapshot,36,0.19
0.1,xy_snapshot,37,0.15
0.1,xy_snapshot,38,0.14
0.1,xy_snapshot,39,0.22
0.1,xy_snapshot,40,0.28
0.1,xy_snapshot,41,0.23
0.1,xy_snapshot,42,0.17
0.1,xy_snapshot,43,0.22
0.1,xy_snapshot,44,0.21
0.1,xy_snapshot,45,0.27
0.1,xy_snapshot,46,0.2
0.1,xy_snapshot,47,0.22
0.1,xy_snapshot,48,0.31
0.1,xy_snapshot,49,0.2
0.1,xy_snapshot,50,0.24
0.1,xy_snapshot,51,0.17
0.1,xy_snapshot,52,0.25
0.1,xy_snapshot,53,0.22
0.1,xy_snapshot,54,0.29
0.1,xy_snapshot,55,0.13
0.1,xy_snapshot,56,0.29
0.1,xy_snapshot,57,0.12
0.1,xy_snapshot,58,0.23
0.1,xy_snapshot,59,0.19
0.1,xy_snapshot,60,0.17
0.1,xy_snapshot,61,0.19
0.1,xy_snapshot,62,0.21
0.1,xy_snapshot,63,0.11
0.1,xy_snapshot,64,0.28
0.1,xy_snapshot,65,0.28
0.1,xy_snapshot,66,0.09
0.1,xy_snapshot,67,0.3
0.1,xy_snapshot,68,0.24
0.1,xy_snapshot,69,0.28
0.1,xy_snapshot,70,0.22
0.1,xy_snapshot,71,0.31
0.1,xy_snapshot,72,0.22
0.1,xy_snapshot,73,0.23
0.1,xy_snapshot,74,0.15
0.1,xy_snapshot,75,0.19
0.1,xy_snapshot,76,0.21
0.1,xy_snapshot,77,0.21
0.1,xy_snapshot,78,0.2
0.1,xy_snapshot,79,0.23
0.1,xy_snapshot,80,0.19
0.1,xy_snapshot,81,0.24
0.1,xy_snapshot,82,0.26
0.1,xy_snapshot,83,0.18
0.1,xy_snapshot,84,0.19
0.1,xy_snapshot,85,0.3
0.1,xy_snapshot,86,0.17
0.1,xy_snapshot,87,0.35
0.1,xy_snapshot,88,0.05
0.1,xy_snapshot,89,0.15
0.1,xy_snapshot,90,0.16
0.1,xy_snapshot,91,0.23
0.1,xy_snapshot,92,0.18
0.1,xy_snapshot,93,0.28
0.1,xy_snapshot,94,0.24
0.1,xy_snapshot,95,0.19
0.1,xy_snapshot,96,0.27
0.1,xy_snapshot,97,0.28
0.1,xy_snapshot,98,0.25
0.1,xy_snapshot,99,0.4
0.1,xy_pf,0,0.3
0.1,xy_pf,1,0.15
0.1,xy_pf,2,0.14
0.1,xy_pf,3,0.15
0.1,xy_pf,4,0.18
0.1,xy_pf,5,0.03
0.1,xy_pf,6,0.21
0.1,xy_pf,7,0.08
0.1,xy_pf,8,0.16
0.1,xy_pf,9,0.15
0.1,xy_pf,10,0.18
0.1,xy_pf,11,0.18
0.1,xy_pf,12,0.19
0.1,xy_pf,13,0.11
0.1,xy_pf,14,0.12
0.1,xy_pf,15,0.19
0.1,xy_pf,16,0.21
0.1,xy_pf,17,0.19
0.1,xy_pf,18,0.21
0.1,xy_pf,19,0.09
0.1,xy_pf,20,0.11
0.1,xy_pf,21,0.21
0.1,xy_pf,22,0.09
0.1,xy_pf,23,0.06
0.1,xy_pf,24,0.09
0.1,xy_pf,25,0.2
0.1,xy_pf,26,0.1
0.1,xy_pf,27,0.25
0.1,xy_pf,28,0.13
0.1,xy_pf,29,0.15
0.1,xy_pf,30,0.17
0.1,xy_pf,31,0.18
0.1,xy_pf,32,0.07
0.1,xy_pf,33,0.13
0.1,xy_pf,34,0.13
0.1,xy_pf,35,0.18
0.1,xy_pf,36,0.05
0.1,xy_pf,37,0.12
0.1,xy_pf,38,0.23
0.1,xy_pf,39,0.21
0.1,xy_pf,40,0.01
0.1,xy_pf,41,0.14
0.1,xy_pf,42,0.08
0.1,xy_pf,43,0.06
0.1,xy_pf,44,0.05
0.1,xy_pf,45,0.19
0.1,xy_pf,46,0.13
0.1,xy_pf,47,0.05
0.1,xy_pf,48,0.21
0.1,xy_pf,49,0.05
0.1,xy_pf,50,0.13
0.1,xy_pf,51,0.04
0.1,xy_pf,52,0.1
0.1,xy_pf,53,0.16
0.1,xy_pf,54,0.15
0.1,xy_pf,55,0.14
0.1,xy_pf,56,0.18
0.1,xy_pf,57,0.3
0.1,xy_pf,58,0.08
0.1,xy_pf,59,0.04
0.1,xy_pf,60,0.03
0.1,xy_pf,61,0.19
0.1,xy_pf,62,0.05
0.1,xy_pf,63,0.14
0.1,xy_pf,64,0.05
0.1,xy_pf,65,0.07
0.1,xy_pf,66,0.14
0.1,xy_pf,67,0.24
0.1,xy_pf,68,0.09
0.1,xy_pf,69,0.2
0.1,xy_pf,70,0.12
0.1,xy_pf,71,0.18
0.1,xy_pf,72,0.16
0.1,xy_pf,73,0.11
0.1,xy_pf,74,0.21
0.1,xy_pf,75,0.24
0.1,xy_pf,76,0.16
0.1,xy_pf,77,0.1
0.1,xy_pf,78,0.12
0.1,xy_pf,79,0.2
0.1,xy_pf,80,0.13
0.1,xy_pf,81,0.16
0.1,xy_pf,82,0.07
0.1,xy_pf,83,0.31
0.1,xy_pf,84,0.09
0.1,xy_pf,85,0.24
0.1,xy_pf,86,0.14
0.1,xy_pf,87,0.13
0.1,xy_pf,88,0.08
0.1,xy_pf,89,0.13
0.1,xy_pf,90,0.17
0.1,xy_pf,91,0.14
0.1,xy_pf,92,0.09
0.1,xy_pf,93,0.16
0.1,xy_pf,94,0.06
0.1,xy_pf,95,0.07
0.1,xy_pf,96,0.17
0.1,xy_pf,97,0.22
0.1,xy_pf,98,0.19
0.1,xy_pf,99,0.01
0.2,x_pf,0,0.14
0.2,x_pf,1,0.71
0.2,x_pf,2,0.35
0.2,x_pf,3,0.45
0.2,x_pf,4,0.58
0.2,x_pf,5,0.38
0.2,x_pf,6,0.67
0.2,x_pf,7,0.36
0.2,x_pf,8,0.07
0.2,x_pf,9,0.44
0.2,x_pf,10,0.05
0.2,x_pf,11,0.22
0.2,x_pf,12,0.38
0.2,x_pf,13,0.33
0.2,x_pf,14,0.25
0.2,x_pf,15,0.09
0.2,x_pf,16,0.51
0.2,x_pf,17,0.7
0.2,x_pf,18,0.35
0.2,x_pf,19,0.35
0.2,x_pf,20,0.56
0.2,x_pf,21,0.2
0.2,x_pf,22,0.86
0.2,x_pf,23,0.32
0.2,x_pf,24,0.23
0.2,x_pf,25,0.5
0.2,x_pf,26,0.37
0.2,x_pf,27,0.38
0.2,x_pf,28,0.42
0.2,x_pf,29,0.32
0.2,x_pf,30,0.17
0.2,x_pf,31,1.0
0.2,x_pf,32,0.47
0.2,x_pf,33,0.7
0.2,x_pf,34,0.59
0.2,x_pf,35,0.2
0.2,x_pf,36,0.33
0.2,x_pf,37,0.22
0.2,x_pf,38,0.44
0.2,x_pf,39,0.84
0.2,x_pf,40,0.17
0.2,x_pf,41,0.34
0.2,x_pf,42,0.97
0.2,x_pf,43,0.49
0.2,x_pf,44,0.45
0.2,x_pf,45,0.42
0.2,x_pf,46,0.28
0.2,x_pf,47,0.9
0.2,x_pf,48,0.62
0.2,x_pf,49,0.5
0.2,x_pf,50,0.52
0.2,x_pf,51,0.5
0.2,x_pf,52,0.19
0.2,x_pf,53,0.3
0.2,x_pf,54,0.15
0.2,x_pf,55,0.18
0.2,x_pf,56,0.28
0.2,x_pf,57,0.53
0.2,x_pf,58,0.81
0.2,x_pf,59,0.52
0.2,x_pf,60,0.5
0.2,x_pf,61,0.65
0.2,x_pf,62,0.67
0.2,x_pf,63,0.55
0.2,x_pf,64,0.49
0.2,x_pf,65,0.74
0.2,x_pf,66,0.29
0.2,x_pf,67,0.7
0.2,x_pf,68,0.21
0.2,x_pf,69,0.33
0.2,x_pf,70,0.19
0.2,x_pf,71,0.49
0.2,x_pf,72,0.38
0.2,x_pf,73,0.53
0.2,x_pf,74,0.25
0.2,x_pf,75,0.78
0.2,x_pf,76,0.76
0.2,x_pf,77,0.38
0.2,x_pf,78,0.63
0.2,x_pf,79,0.53
0.2,x_pf,80,0.72
0.2,x_pf,81,0.32
0.2,x_pf,82,0.46
0.2,x_pf,83,0.34
0.2,x_pf,84,0.73
0.2,x_pf,85,0.81
0.2,x_pf,86,0.5
0.2,x_pf,87,0.42
0.2,x_pf,88,0.72
0.2,x_pf,89,0.15
0.2,x_pf,90,0.16
0.2,x_pf,91,0.55
0.2,x_pf,92,0.05
0.2,x_pf,93,0.25
0.2,x_pf,94,0.79
0.2,x_pf,95,0.83
0.2,x_pf,96,0.49
0.2,x_pf,97,0.57
0.2,x_pf,98,0.68
0.2,x_pf,99,0.87
0.2,oracle_x,0,0.3
0.2,oracle_x,1,0.63
0.2,oracle_x,2,0.39
0.2,oracle_x,3,0.36
0.2,oracle_x,4,0.49
0.2,oracle_x,5,0.25
0.2,oracle_x,6,0.45
0.2,oracle_x,7,0.35
0.2,oracle_x,8,0.15
0.2,oracle_x,9,0.57
0.2,oracle_x,10,0.01
0.2,oracle_x,11,0.74
0.2,oracle_x,12,0.13
0.2,oracle_x,13,0.56
0.2,oracle_x,14,0.84
0.2,oracle_x,15,0.36
0.2,oracle_x,16,0.46
0.2,oracle_x,17,0.21
0.2,oracle_x,18,0.34
0.2,oracle_x,19,0.46
0.2,oracle_x,20,0.63
0.2,oracle_x,21,0.39
0.2,oracle_x,22,0.32
0.2,oracle_x,23,0.42
0.2,oracle_x,24,0.22
0.2,oracle_x,25,0.2
0.2,oracle_x,26,0.55
0.2,oracle_x,27,0.61
0.2,oracle_x,28,0.49
0.2,oracle_x,29,0.66
0.2,oracle_x,30,0.52
0.2,oracle_x,31,0.34
0.2,oracle_x,32,0.08
0.2,oracle_x,33,0.99
0.2,oracle_x,34,0.13
0.2,oracle_x,35,0.29
0.2,oracle_x,36,0.61
0.2,oracle_x,37,0.76
0.2,oracle_x,38,0.95
0.2,oracle_x,39,0.34
0.2,oracle_x,40,0.64
0.2,oracle_x,41,0.06
0.2,oracle_x,42,0.43
0.2,oracle_x,43,0.66
0.2,oracle_x,44,0.37
0.2,oracle_x,45,0.61
0.2,oracle_x,46,0.19
0.2,oracle_x,47,0.68
0.2,oracle_x,48,0.31
0.2,oracle_x,49,0.67
0.2,oracle_x,50,0.49
0.2,oracle_x,51,0.87
0.2,oracle_x,52,0.49
0.2,oracle_x,53,0.83
0.2,oracle_x,54,0.7
0.2,oracle_x,55,0.66
0.2,oracle_x,56,0.62
0.2,oracle_x,57,0.51
0.2,oracle_x,58,0.51
0.2,oracle_x,59,0.4
0.2,oracle_x,60,0.05
0.2,oracle_x,61,0.52
0.2,oracle_x,62,0.55
0.2,oracle_x,63,0.43
0.2,oracle_x,64,0.18
0.2,oracle_x,65,0.6
0.2,oracle_x,66,0.51
0.2,oracle_x,67,0.67
0.2,oracle_x,68,0.15
0.2,oracle_x,69,0.16
0.2,oracle_x,70,0.25
0.2,oracle_x,71,0.53
0.2,oracle_x,72,0.15
0.2,oracle_x,73,0.88
0.2,oracle_x,74,0.04
0.2,oracle_x,75,0.57
0.2,oracle_x,76,0.37
0.2,oracle_x,77,0.08
0.2,oracle_x,78,0.19
0.2,oracle_x,79,0.46
0.2,oracle_x,80,0.92
0.2,oracle_x,81,0.73
0.2,oracle_x,82,0.57
0.2,oracle_x,83,0.08
0.2,oracle_x,84,0.52
0.2,oracle_x,85,0.46
0.2,oracle_x,86,0.19
0.2,oracle_x,87,0.53
0.2,oracle_x,88,0.73
0.2,oracle_x,89,0.42
0.2,oracle_x,90,0.35
0.2,oracle_x,91,0.3
0.2,oracle_x,92,0.79
0.2,oracle_x,93,0.03
0.2,oracle_x,94,0.57
0.2,oracle_x,95,0.98
0.2,oracle_x,96,0.49
0.2,oracle_x,97,0.31
0.2,oracle_x,98,0.68
0.2,oracle_x,99,0.29
0.2,xy_snapshot,0,0.2
0.2,xy_snapshot,1,0.3
0.2,xy_snapshot,2,0.16
0.2,xy_snapshot,3,0.24
0.2,xy_snapshot,4,0.2
0.2,xy_snapshot,5,0.16
0.2,xy_snapshot,6,0.38
0.2,xy_snapshot,7,0.17
0.2,xy_snapshot,8,0.28
0.2,xy_snapshot,9,0.28
0.2,xy_snapshot,10,0.24
0.2,xy_snapshot,11,0.24
0.2,xy_snapshot,12,0.19
0.2,xy_snapshot,13,0.28
0.2,xy_snapshot,14,0.27
0.2,xy_snapshot,15,0.29
0.2,xy_snapshot,16,0.22
0.2,xy_snapshot,17,0.13
0.2,xy_snapshot,18,0.16
0.2,xy_snapshot,19,0.15
0.2,xy_snapshot,20,0.31
0.2,xy_snapshot,21,0.41
0.2,xy_snapshot,22,0.22
0.2,xy_snapshot,23,0.29
0.2,xy_snapshot,24,0.1
0.2,xy_snapshot,25,0.23
0.2,xy_snapshot,26,0.06
0.2,xy_snapshot,27,0.23
0.2,xy_snapshot,28,0.11
0.2,xy_snapshot,29,0.07
0.2,xy_snapshot,30,0.21
0.2,xy_snapshot,31,0.13
0.2,xy_snapshot,32,0.27
0.2,xy_snapshot,33,0.16
0.2,xy_snapshot,34,0.13
0.2,xy_snapshot,35,0.18
0.2,xy_snapshot,36,0.2
0.2,xy_snapshot,37,0.24
0.2,xy_snapshot,38,0.17
0.2,xy_snapshot,39,0.2
0.2,xy_snapshot,40,0.28
0.2,xy_snapshot,41,0.14
0.2,xy_snapshot,42,0.18
0.2,xy_snapshot,43,0.24
0.2,xy_snapshot,44,0.14
0.2,xy_snapshot,45,0.1
0.2,xy_snapshot,46,0.17
0.2,xy_snapshot,47,0.16
0.2,xy_snapshot,48,0.27
0.2,xy_snapshot,49,0.33
0.2,xy_snapshot,50,0.35
0.2,xy_snapshot,51,0.32
0.2,xy_snapshot,52,0.25
0.2,xy_snapshot,53,0.26
0.2,xy_snapshot,54,0.32
0.2,xy_snapshot,55,0.1
0.2,xy_snapshot,56,0.17
0.2,xy_snapshot,57,0.21
0.2,xy_snapshot,58,0.19
0.2,xy_snapshot,59,0.14
0.2,xy_snapshot,60,0.32
0.2,xy_snapshot,61,0.22
0.2,xy_snapshot,62,0.29
0.2,xy_snapshot,63,0.31
0.2,xy_snapshot,64,0.32
0.2,xy_snapshot,65,0.22
0.2,xy_snapshot,66,0.25
0.2,xy_snapshot,67,0.18
0.2,xy_snapshot,68,0.13
0.2,xy_snapshot,69,0.2
0.2,xy_snapshot,70,0.23
0.2,xy_snapshot,71,0.18
0.2,xy_snapshot,72,0.28
0.2,xy_snapshot,73,0.12
0.2,xy_snapshot,74,0.22
0.2,xy_snapshot,75,0.15
0.2,xy_snapshot,76,0.21
0.2,xy_snapshot,77,0.21
0.2,xy_snapshot,78,0.23
0.2,xy_snapshot,79,0.26
0.2,xy_snapshot,80,0.18
0.2,xy_snapshot,81,0.18
0.2,xy_snapshot,82,0.2
0.2,xy_snapshot,83,0.17
0.2,xy_snapshot,84,0.16
0.2,xy_snapshot,85,0.28
0.2,xy_snapshot,86,0.31
0.2,xy_snapshot,87,0.15
0.2,xy_snapshot,88,0.39
0.2,xy_snapshot,89,0.28
0.2,xy_snapshot,90,0.35
0.2,xy_snapshot,91,0.26
0.2,xy_snapshot,92,0.25
0.2,xy_snapshot,93,0.2
0.2,xy_snapshot,94,0.22
0.2,xy_snapshot,95,0.25
0.2,xy_snapshot,96,0.2
0.2,xy_snapshot,97,0.11
0.2,xy_snapshot,98,0.16
0.2,xy_snapshot,99,0.17
0.2,xy_pf,0,0.03
0.2,xy_pf,1,0.1
0.2,xy_pf,2,0.19
0.2,xy_pf,3,0.2
0.2,xy_pf,4,0.1
0.2,xy_pf,5,0.06
0.2,xy_pf,6,0.11
0.2,xy_pf,7,0.06
0.2,xy_pf,8,0.13
0.2,xy_pf,9,0.03
0.2,xy_pf,10,0.06
0.2,xy_pf,11,0.17
0.2,xy_pf,12,0.24
0.2,xy_pf,13,0.13
0.2,xy_pf,14,0.06
0.2,xy_pf,15,0.1
0.2,xy_pf,16,0.17
0.2,xy_pf,17,0.22
0.2,xy_pf,18,0.11
0.2,xy_pf,19,0.11
0.2,xy_pf,20,0.24
0.2,xy_pf,21,0.15
0.2,xy_pf,22,0.17
0.2,xy_pf,23,0.06
0.2,xy_pf,24,0.28
0.2,xy_pf,25,0.11
0.2,xy_pf,26,0.24
0.2,xy_pf,27,0.15
0.2,xy_pf,28,0.11
0.2,xy_pf,29,0.02
0.2,xy_pf,30,0.23
0.2,xy_pf,31,0.19
0.2,xy_pf,32,0.08
0.2,xy_pf,33,0.14
0.2,xy_pf,34,0.2
0.2,xy_pf,35,0.0
0.2,xy_pf,36,0.16
0.2,xy_pf,37,0.16
0.2,xy_pf,38,0.09
0.2,xy_pf,39,0.22
0.2,xy_pf,40,0.18
0.2,xy_pf,41,0.36
0.2,xy_pf,42,0.08
0.2,xy_pf,43,0.21
0.2,xy_pf,44,0.09
0.2,xy_pf,45,0.18
0.2,xy_pf,46,0.16
0.2,xy_pf,47,0.13
0.2,xy_pf,48,0.13
0.2,xy_pf,49,0.09
0.2,xy_pf,50,0.1
0.2,xy_pf,51,0.12
0.2,xy_pf,52,0.1
0.2,xy_pf,53,0.15
0.2,xy_pf,54,0.24
0.2,xy_pf,55,0.14
0.2,xy_pf,56,0.09
0.2,xy_pf,57,0.1
0.2,xy_pf,58,0.11
0.2,xy_pf,59,0.19
0.2,xy_pf,60,0.0
0.2,xy_pf,61,0.06
0.2,xy_pf,62,0.06
0.2,xy_pf,63,0.11
0.2,xy_pf,64,0.02
0.2,xy_pf,65,0.23
0.2,xy_pf,66,0.14
0.2,xy_pf,67,0.14
0.2,xy_pf,68,0.19
0.2,xy_pf,69,0.27
0.2,xy_pf,70,0.17
0.2,xy_pf,71,0.23
0.2,xy_pf,72,0.13
0.2,xy_pf,73,0.1
0.2,xy_pf,74,0.19
0.2,xy_pf,75,0.1
0.2,xy_pf,76,0.05
0.2,xy_pf,77,0.17
